L_FW_X	L_FW_Y	L_HW_X	L_HW_Y	L_Band_X	L_Band_Y	L_N1_X	L_N1_Y	L_N2_X	L_N2_Y	L_N3_X	L_N3_Y	L_N4_X	L_N4_Y	L_BandN1_X	L_BandN1_Y	L_BandN2_X	L_BandN2_Y	L_BandN3_X	L_BandN3_Y	L_BandN4_X	L_BandN4_Y	L_Yb_X	L_Yb_Y	L_Hwden_X	L_Hwden_Y	L_Fwden1_X	L_Fwden1_Y	L_Fwden2_X	L_Fwden2_Y	L_Fwden3_X	L_Fwden3_Y	L_Fwden4_X	L_Fwden4_Y	L_ray1_X	L_ray1_Y	L_ray2_X	L_ray2_Y	L_ray3_X	L_ray3_Y	L_ray4_X	L_ray4_Y	L_ray6_X	L_ray6_Y	L_ray5_X	L_ray5_Y
30.2725	95.6725	112.80279	135.05917	64.62819	68.027641	82.062207	76.717579	76.144346	66.215624	85.508775	54.393454	107.93228	51.018529	77.050824	80.068767	76.770956	66.164991	81.062373	51.256117	101.32819	49.172305	122.91771	155.72	171.58913	163.30876	158.68786	128.09166	127.95191	115.37077	149.5545	88.563323	172.01954	102.06132	162.87534	185.72279	153.86908	180.03438	136.88209	179.8717	124.15658	180.68016	89.29773	178.98934	104.17087	183.61897
30.2725	95.6725	114.1963	135.01009	64.81714	67.92975	82.308981	76.724734	76.25	66.201468	85.169528	54.32757	108.27129	51.18163	77.106451	80.671788	77.186568	66.146208	81.253679	50.973504	100.93282	49.311423	122.91771	155.72	171.58913	163.30876	159.03499	128.19766	127.594	115.19194	150.06989	88.92797	171.78817	101.80742	162.69679	186.02889	154.1105	180.22051	137.74759	179.76975	124.18474	180.97812	88.97152	179.14715	103.85541	183.88231
30.2725	95.6725	115.58981	134.96102	65.00609	67.831859	82.555755	76.731889	76.355654	66.187312	84.529603	54.197156	108.6103	51.344731	77.135571	81.32926	77.602181	66.127426	81.444985	50.690891	100.53744	49.45054	122.91771	155.72	171.58913	163.30876	159.38212	128.30365	127.23609	115.01311	150.62737	89.322399	171.5568	101.55352	162.51824	186.33499	154.35192	180.40664	138.61309	179.66781	124.2129	181.27608	88.64531	179.30496	103.53996	184.14564
28.500872	92.967876	116.98328	134.92285	65.56665	67.60102	83.94823	76.695017	76.770956	66.164991	83.359335	53.641253	109.15448	51.506781	77.141931	81.961677	78.071552	66.112182	82.228487	50.410082	100.15652	49.591863	125.67832	156.1031	173.27112	165.69663	159.79273	128.35425	126.501	114.66687	151.19254	89.705851	171.05918	101.09996	162.06458	186.93363	154.16448	180.96988	139.58852	180.04197	123.69746	181.84434	87.832038	179.7027	102.96087	184.62922
28.500872	92.967876	118.37633	134.89916	66.27437	67.286267	85.377053	76.730615	77.186568	66.146208	82.444701	52.976646	109.72438	51.679542	77.154722	82.602042	78.125	66.112182	83.11818	50.166909	99.789593	49.732928	125.67832	156.1031	173.27112	165.69663	160.33741	128.43197	125.68628	114.25435	151.76192	90.083075	170.45547	100.56259	161.56671	187.61414	153.85257	181.61534	139.71582	180.34678	123.06967	182.48014	86.936761	180.13834	102.33982	185.15241
28.500872	92.967876	119.76938	134.87547	66.9821	66.971513	86.805876	76.766214	77.602181	66.127426	81.530067	52.31204	110.29429	51.852303	77.167513	83.242406	78.178448	66.112182	84.007873	49.923736	99.422664	49.873994	125.67832	156.1031	173.27112	165.69663	160.8821	128.50969	124.87157	113.84183	152.33129	90.4603	169.85176	100.02522	161.06885	188.29466	153.54065	182.26081	139.84311	180.65159	122.44188	183.11593	86.041485	180.57398	101.71877	185.6756
26.35329	89.5938	121.16202	134.86626	67.837	66.572846	88.467131	77.022798	78.071552	66.112182	81.062373	51.256117	111.11087	52.138749	77.186735	83.890718	78.779864	66.113445	85.311792	49.652162	99.069728	50.014801	128.19144	156.6082	174.81677	168.26297	162.00256	128.72176	123.63904	113.14106	152.90486	90.831298	168.8141	99.109435	160.3491	189.37387	152.97604	183.246	139.36127	181.65171	121.49115	184.10333	84.737092	181.20223	100.81408	186.44932
26.35329	89.5938	122.55388	134.8751	68.61464	66.139299	88.663215	77.171314	78.125	66.112182	81.253679	50.973504	111.33183	52.241723	77.241582	84.57998	79.37971	66.102915	85.619828	49.586126	98.730325	50.152887	128.19144	156.6082	174.81677	168.26297	162.44426	128.829	123.30085	112.91909	153.47916	91.20082	168.48623	98.81484	160.17142	189.69069	152.84781	183.50351	138.77285	182.7227	121.28055	184.38739	84.40998	181.35693	100.57242	186.66023
26.35329	89.5938	123.94574	134.88394	69.39228	65.705752	88.859298	77.31983	78.178448	66.112182	81.444985	50.690891	111.55279	52.344697	77.351276	85.958505	79.979556	66.092386	85.927863	49.52009	98.390922	50.290974	128.19144	156.6082	174.81677	168.26297	162.88596	128.93624	122.96265	112.69712	154.08322	91.589495	168.15836	98.520245	159.99374	190.00751	152.71958	183.76102	138.18444	183.79369	121.06995	184.67145	84.082868	181.51163	100.33075	186.87114
25.041251	87.460683	125.33682	134.91082	70.31604	64.971782	88.830586	77.813584	78.779864	66.113445	82.228487	50.410082	112.23662	52.460559	77.461883	86.930761	80.601416	66.04648	86.561014	49.575083	98.065053	50.426338	132.8973	156.6082	175.78362	171.00317	163.81477	129.2293	122.22641	112.24178	154.71248	91.940717	167.3504	97.831776	159.57331	190.66001	152.40588	184.30919	137.33994	185.22968	120.64905	185.26071	83.50394	181.77422	99.942527	187.20237
25.041251	87.460683	126.72677	134.95932	71.10985	64.237901	88.758258	78.391885	79.37971	66.102915	83.11818	50.166909	112.93263	52.650881	77.434481	87.647414	80.625	66.022896	87.266104	49.696807	97.75226	50.556518	132.8973	156.6082	175.78362	171.00317	164.92636	129.50686	121.46933	111.6908	155.33382	92.303265	166.45694	97.052152	159.09185	191.41214	152.02855	184.91349	137.19044	185.52381	120.17558	185.92626	82.885879	182.05623	99.493156	187.59937
25.041251	87.460683	128.11671	135.00783	71.90365	63.50402	88.68593	78.970187	79.979556	66.092386	84.007873	49.923736	113.62865	52.841202	77.407079	88.364067	80.648584	65.999312	87.971194	49.81853	97.439466	50.686698	132.8973	156.6082	175.78362	171.00317	166.03795	129.78442	120.71224	111.13982	155.95516	92.665812	165.56348	96.272528	158.61038	192.16426	151.65122	185.51779	137.04094	185.81794	119.70211	186.59181	82.267818	182.33825	99.043786	187.99636
23.54829	84.90766	129.50551	135.07795	72.69641	62.55363	88.580798	79.876391	80.601416	66.04648	85.311792	49.652162	114.47167	53.306387	77.24167	88.825118	81.251646	65.932347	89.04612	50.107428	97.139748	50.811693	135.52731	156.6082	175.7292	173.91264	167.91876	130.06908	119.72355	110.19092	156.56857	93.039685	164.24958	95.072145	157.85696	193.37366	151.01888	186.41922	136.76716	186.29133	118.96561	187.62829	81.368802	182.75593	98.290157	188.6961
23.54829	84.90766	130.89281	135.17326	72.82532	62.337033	88.59161	80.119745	80.625	66.022896	85.619828	49.586126	114.6065	53.506792	76.799335	89.181234	81.904424	65.871279	89.344016	50.207872	96.852645	50.929039	135.52731	156.6082	175.7292	173.91264	168.50518	130.09169	119.51278	109.88864	157.14096	93.47366	163.91464	94.74254	157.64604	193.7313	150.82751	186.66023	136.44668	186.8333	118.75516	187.92292	81.12698	182.87216	98.04704	188.93308
23.54829	84.90766	132.62773	135.42728	72.95423	62.120436	88.602422	80.363099	80.648584	65.999312	85.927863	49.52009	114.74133	53.707197	76.357001	89.53735	81.648413	66.266682	89.641912	50.308315	96.565543	51.046386	135.52731	156.6082	175.7292	173.91264	169.0916	130.1143	119.30201	109.58637	157.68694	93.887619	163.5797	94.412935	157.43512	194.08894	150.63613	186.90123	136.12619	187.37526	118.54471	188.21755	80.885158	182.98839	97.803923	189.17006
22.65874	83.19719	134.3608	135.69425	73.44788	61.481053	88.372059	80.971139	81.251646	65.932347	86.561014	49.575083	115.26288	54.280494	75.637741	89.788531	81.399571	66.660518	90.237251	50.531551	96.291058	51.156084	138.19194	157.1046	174.93486	175.86605	170.41744	129.94603	118.8441	108.9593	158.20977	94.332621	162.99455	93.71466	157.01533	194.87841	150.10382	187.51386	135.59084	188.27004	118.12396	188.79632	80.337231	183.40841	97.271151	189.73752
22.65874	83.19719	136.09177	135.97427	74.10805	60.670936	88.128884	81.628554	81.904424	65.871279	87.266104	49.696807	115.76099	54.921717	74.502637	90.085443	81.159061	67.052509	90.897987	50.781464	96.02873	51.255669	138.19194	157.1046	174.93486	175.86605	171.91233	129.72998	118.51	108.24782	158.71349	94.798873	162.34937	92.973642	156.54249	195.75195	149.52454	188.21913	135.42268	188.55427	117.65052	189.454	79.808051	183.74721	96.657142	190.3931
22.65874	83.19719	137.82274	136.25429	74.76821	59.860819	87.885709	82.285969	82.557202	65.810211	87.971194	49.81853	116.2591	55.56294	73.625034	90.292325	80.918551	67.4445	91.558723	51.031377	95.766402	51.355255	138.19194	157.1046	174.93486	175.86605	173.40722	129.51392	118.17591	107.53635	159.21722	95.265125	161.70419	92.232623	156.06965	196.62548	148.94525	188.92439	135.25452	188.8385	117.17708	190.11167	79.27887	184.086	96.043133	191.04867
21.52798	80.86705	139.55162	136.54736	75.59488	58.879969	87.609504	83.213184	83.370919	65.755039	89.04612	50.107428	116.75431	56.508141	72.769447	90.485479	80.686374	67.834645	92.564603	51.411545	95.516231	51.444729	140.84792	157.4877	173.62593	177.45382	175.70252	129.16581	118.10786	106.42052	159.70184	95.752626	160.71147	91.19857	155.33221	197.93004	148.12935	190.02808	134.87709	189.50179	116.44037	191.15335	78.768436	184.34356	95.063853	192.08708
21.52798	80.86705	141.27818	136.85356	76.38982	57.980439	87.589286	83.43361	83.482143	65.755039	89.344016	50.207872	116.77485	56.744195	71.958316	90.55398	80.463695	68.222666	92.844347	51.515122	95.27776	51.521627	140.84792	157.4877	173.62593	177.45382	176.33386	129.08154	118.25009	106.10057	160.17142	96.25158	160.42396	90.94828	155.12066	198.27699	147.93972	190.33386	134.4463	190.23589	116.22978	191.45846	78.6016	184.13485	94.77982	192.3818
21.52798	80.86705	143.00473	137.15976	77.18477	57.080909	87.569068	83.654036	83.593367	65.755039	89.641912	50.308315	116.79539	56.980249	71.524692	90.594984	80.241015	68.610688	93.124091	51.618699			140.84792	157.4877	173.62593	177.45382	176.9652	128.99727	118.39233	105.78062	160.50939	96.610687	160.13644	90.697989	154.90911	198.62395	147.75009	190.63964	134.01552	190.96998	116.01919	191.76357			94.495787	192.67652
20.540945	78.554995	144.72896	137.47909	78.14234	55.992147	86.834095	83.99297	83.941928	65.737747	90.237251	50.531551	116.78018	57.381565	71.008876	90.749886	80.027833	68.996584	93.611143	51.737171			143.60853	157.8709	171.86864	178.31492	178.30149	128.64183	119.06511	105.46476	160.80702	97.004996	159.60031	90.339814	154.46975	199.30287	147.34692	191.21594	133.34061	192.05861	115.58833	192.40172			93.90895	193.42532
20.540945	78.554995	146.45063	137.81165	78.96612	55.047139	86.049615	84.368017	84.36742	65.706779	90.897987	50.781464	116.68168	57.85422	70.511507	90.898623	79.825313	69.380077	94.165797	51.943359			143.60853	157.8709	171.86864	178.31492	179.72726	128.35891	119.87102	105.16584	161.10427	97.399655	158.99374	89.939194	153.98729	200.0291	146.9066	191.86811	133.14983	192.34234	115.10987	193.11803			93.242626	194.17883
20.540945	78.554995	148.1723	138.1442	79.78991	54.102132	85.265135	84.743064	84.792913	65.675812	91.558723	51.031377	116.58318	58.326876	70.014138	91.047361	79.622792	69.76357	93.406013	52.184802			143.60853	157.8709	171.86864	178.31492	181.15302	128.076	120.67694	104.86693	161.40153	97.794313	158.38718	89.538574	153.50482	200.75533	146.46627	192.52028	132.95905	192.62607	114.63142	193.83434			92.576302	194.93234
19.25514	75.56375	149.8914	138.48998	80.60982	53.138625	84.322024	85.336663	85.504811	65.603818	92.564603	51.411545	116.24509	59.131575	69.3553	91.198104	79.430934	70.14466	92.682286	52.458954			146.29409	158.1234	169.7292	178.08835	183.16286	127.96849	121.95334	104.45888	161.69841	98.189322	157.42557	88.885474	152.78726	201.79696	145.81962	193.55294	132.58162	193.09996	113.90488	194.93766			91.5295	195.84735
19.25514	75.56375	151.60772	138.84908	80.73972	52.97637	84.2129	85.519102	85.714286	65.576467	92.844347	51.515122	116.08878	59.39228	69.175384	91.206275	79.250902	70.523066	91.993944	52.765947			146.29409	158.1234	169.7292	178.08835	183.65746	128.07138	122.2907	104.3328	162.03489	98.54983	157.14096	88.67544	152.59527	202.06506	145.65047	193.85757	132.15649	193.64477	113.7044	195.24653			91.22851	196.00414
19.25514	75.56375	153.32403	139.20817	80.86962	52.814115	84.103776	85.701541	85.923761	65.549116	93.124091	51.618699	115.93247	59.652985	68.995467	91.214446	79.07087	70.901473	91.305602	53.07294			146.29409	158.1234	169.7292	178.08835	184.15206	128.17427	122.62806	104.20672	162.45186	98.996579	156.85635	88.465405	152.40328	202.33316	145.48132	194.1622	131.73137	194.18959	113.50392	195.5554			90.92752	196.16093
18.232888	73.512464	155.03755	139.58057	81.28924	52.383199	83.902261	86.052286	86.69192	65.593157	93.611143	51.737171	115.55073	59.978425	68.521422	91.1773	78.902664	71.277197	90.652645	53.412775			149.1521	158.376	166.196	177.17766	184.94679	128.04072	122.24075	103.10666	162.89229	99.420559	156.21341	87.972356	152.08234	202.73211	145.17553	194.70893	131.06777	195.08907	113.17299	196.1624			90.258908	196.40058
18.232888	73.512464	156.74804	139.96637	81.84635	51.874544	83.659315	86.434756	87.503541	65.666658	94.165797	51.943359	115.0657	60.306852	67.962949	91.138438	78.74745	71.649959	90.034402	53.785582			149.1521	158.376	166.196	177.17766	185.59931	128.14552	121.97854	102.01994	163.34354	99.833358	155.52116	87.431099	151.71394	203.1978	144.81238	195.34809	130.87699	195.3728	112.77157	196.84147			89.621043	196.54434
18.232888	73.512464	158.45853	140.35218	82.40346	51.365889	83.416369	86.817225	88.315162	65.740159	94.72045	52.149547	114.58068	60.63528	67.404476	91.099576	78.592235	72.022721	89.41616	54.15839			149.1521	158.376	166.196	177.17766	186.25183	128.25032	121.71633	100.93322	163.79479	100.24616	154.8289	86.889843	151.34555	203.66348	144.44924	195.98724	130.68621	195.65653	112.37014	197.52055			88.983177	196.68811
16.9823	70.76553	160.16599	140.75138	83.09806	50.779495	82.994567	87.386086	89.361909	65.888365	95.617781	52.670674	113.70766	61.103021	66.502762	91.059653	78.450012	72.392522	88.83263	54.56417			152.11474	158.6285	162.68655	176.17034	186.72503	129.1216	121.99809	99.823476	164.25686	100.64778	153.84638	86.09895	150.73879	204.46338	143.82945	197.05596	130.31819	196.29822	111.657	198.57028			88.376058	196.73598
16.9823	70.76553	161.87018	141.16407	83.77795	50.306285	82.857143	87.540753	89.553572	65.93361	95.892857	52.897896	113.42295	61.239348	66.243948	91.060307	78.321944	72.759081	88.283143	55.003055			152.11474	158.6285	162.68655	176.17034	186.68792	129.64975	122.41697	99.787114	164.7171	101.0498	153.60543	85.89752	150.54788	204.73088	143.63017	197.3931	129.89777	197.02164	111.41578	198.86887			88.19805	196.50922
16.9823	70.76553	163.57438	141.57676	84.45784	49.833074	82.719718	87.69542	89.745235	65.978855	96.167933	53.125118	113.13824	61.375675	65.985135	91.060961	78.193876	73.12564	87.733656	55.44194			152.11474	158.6285	162.68655	176.17034	186.6508	130.17789	122.83585	99.750751	165.16763	101.44334	153.36448	85.69609	150.35697	204.99838	143.43088	197.73024	129.47735	197.74506	111.17455	199.16746				
16.173527	68.460536	165.27531	142.00294	85.35339	49.374903	82.315233	87.879277	90.151462	65.962608	96.99049	53.744093	112.60256	61.195986	65.344467	90.948166	78.079963	73.488958	87.218212	55.91393			154.1105	159.3861	159.15357	175.27448	185.4895	130.88603	124.83424	100.67403	165.64671	101.80403	153.03343	85.391072	149.94249	205.60069	142.84099	198.52952	128.80434	198.85554	110.53782	199.79309				
16.173527	68.460536	166.97275	142.4427	86.16167	49.026528	81.823498	88.058849	90.652642	65.987816	97.857553	54.39856	112.00098	60.937253	64.699061	90.840451	77.981371	73.848756	86.736137	56.419156			154.1105	159.3861	159.15357	175.27448	184.12894	131.61314	126.94405	101.64984	166.12086	102.1701	152.64403	85.036382	149.47069	206.3067	142.20127	199.41309	128.60415	199.16087	109.83979	200.46235				
16.173527	68.460536	168.67018	142.88246	86.96995	48.678152	81.331764	88.238422	91.153822	66.013024	98.724617	55.053028	111.3994	60.67852	64.053655	90.732736	77.882779	74.208555	86.254063	56.924382			154.1105	159.3861	159.15357	175.27448	182.76838	132.34025	129.05386	102.62564	166.59501	102.53616	152.25463	84.681693	148.99889	207.01272	141.56156	200.29665	128.40396	199.4662	109.14176	201.13161				
15.21453	64.95715	170.36412	143.3358	87.85639	48.422556	80.509571	88.482479	92.035692	66.18522	99.862739	55.927585	110.45776	60.250818	63.403509	90.6301	77.799506	74.564833	85.805359	57.462845			156.87976	159.8825	155.5498	174.69818	180.79152	133.38835	131.7074	103.74085	167.06422	102.9076	151.56974	84.07727	148.25968	208.16361	140.67274	201.60164	128.01414	200.05403	108.13923	202.08105				
15.21453	64.95715	172.05432	143.8028	88.02181	48.40554	80.266362	88.551246	92.321429	66.290753	100.08929	56.112182	110.18361	60.160893	63.125738	90.651072	77.732719	74.917311	85.389355	58.034676			156.87976	159.8825	155.5498	174.69818	180.37447	133.69036	132.13969	103.82772	167.49502	103.32265	151.33258	83.87721	148.04959	208.50478	140.47345	201.93879	127.5536	200.71356	107.89602	202.3176				
15.21453	64.95715	172.61129	144.36352	88.18723	48.388524	80.023153	88.620013	92.607166	66.396286	100.31584	56.296779	109.90946	60.070968					84.97335	58.606507			156.87976	159.8825	155.5498	174.69818	179.95742	133.99237	132.57198	103.91459	167.83862	103.65368	151.09542	83.67715	147.8395	208.84595	140.27416	202.27594	127.09306	201.37309	107.65281	202.55415				
14.538174	61.124348	173.10285	144.95397	88.56101	48.201081	79.493684	88.76679	93.340072	66.647416	100.47971	56.394266	109.40823	59.781701					84.590045	59.211706			159.25363	160.3963	150.8117	173.89874	179.51196	134.69029	133.39611	104.12955	168.15533	104.01054	150.48751	83.200183	147.33917	209.9843	139.8417	202.77997	126.32029	202.40035	107.2961	202.89187				
14.538174	61.124348	173.53696	145.56957	89.03038	47.942545	78.903745	88.947733	94.148484	66.902847	100.66126	56.530789	108.86414	59.443119					84.238767	59.850406			159.25363	160.3963	150.8117	173.89874	179.03047	135.37411	134.26979	104.3711	168.46454	104.37453	149.81287	82.667649	146.73115	211.0364	139.35961	203.35807	126.07877	202.6964	106.88945	203.2807				
14.538174	61.124348	173.97106	146.18517	89.49975	47.684009	78.313807	89.128677	94.956895	67.158279	100.84281	56.667312	108.32006	59.104536					83.887489	60.489105			159.25363	160.3963	150.8117	173.89874	178.54898	136.05794	135.14347	104.61265	168.77375	104.73852	149.13822	82.135115	146.12313	212.08849	138.87752	203.93618	125.83725	202.99245	106.4828	203.66954				
13.98247	55.86578	174.3477	146.82592	90.06472	47.354381	77.663398	89.343787	95.840812	67.418013	101.19066	57.013241	107.51031	58.573046					83.568238	61.161305			161.69892	160.9013	146.03292	173.37582	177.75087	136.85052	136.38195	104.9774	169.07546	105.10965	148.1448	81.335853	145.08701	213.0524	138.14694	204.90507	125.36164	203.58843	105.80473	204.33				
13.98247	55.86578	174.67484	147.48726	90.61252	47.052997	77.17831	89.549219	96.428572	67.540753	101.33929	57.18361	107.28751	58.429454					83.280343	61.867136			161.69892	160.9013	146.03292	173.37582	177.47028	136.97335	136.6972	105.07401	169.38906	105.46922	147.89275	81.12469	144.7666	213.05047	137.94806	205.22178	124.83697	204.25436	105.58325	204.55051				
13.98247	55.86578	175.00197	148.14859	91.16032	46.751612	76.279119	89.672632	96.85019	67.586843	101.48792	57.35398	107.06471	58.285862					82.992449	62.572967			161.69892	160.9013	146.03292	173.37582	177.18969	137.09618	137.01245	105.17062	169.91869	106.07648	147.6407	80.913527	144.44619	213.04854	137.74918	205.53849	124.31231	204.92028	105.36177	204.77102				
14.115728	51.370189	175.27959	148.8305	91.98746	46.500926	75.379502	89.893242	97.209083	67.650473	101.89669	57.866307	106.69576	58.009166					82.73591	63.31243			164.21203	161.4064	141.2336	173.03515	176.75741	137.11183	137.47311	105.33135	170.45764	106.67617	147.25475	80.504379	144.31991	212.44876	137.29677	206.30667	123.51972	205.94404	104.89604	205.35761				
14.115728	51.370189	175.51565	149.52841	92.78456	46.341068	74.501899	90.100124	97.528661	67.715408	102.36728	58.463812	106.26521	57.721606					82.510056	64.085657			164.21203	161.4064	141.2336	173.03515	176.2405	137.08106	138.00197	105.51589	170.9893	107.28193	146.79715	80.065316	144.27375	211.84946	136.78882	207.14822	123.30085	206.23194	104.34473	205.97957				
14.115728	51.370189	175.75172	150.22632	93.58165	46.18121	73.624296	90.307006	97.848238	67.780342	102.83788	59.061316	105.83467	57.434046									164.21203	161.4064	141.2336	173.03515	175.72359	137.05028	138.53082	105.70042	171.52097	107.88768	146.33956	79.626253	144.22758	211.25016	136.28088	207.98977	123.08198	206.51984	103.79342	206.60154				
14.60747	46.19536	175.94621	150.94024	94.56249	46.143143	72.768709	90.50016	98.1285	67.846583	103.56826	59.999534	105.10794	57.042096									166.73741	162.0839	136.43386	172.78246	174.8125	136.94165	139.42184	106.00466	172.04534	108.4995	145.54099	78.991862	144.26152	210.65135	135.50691	209.20982	122.61899	207.09857	102.87463	207.43989				
14.60747	46.19536	176.1071	151.66558	94.77629	46.174106	71.957578	90.568661	98.392857	67.897896	103.76622	60.255072	104.87335	56.948571									166.73741	162.0839	136.43386	172.78246	174.50295	136.91022	139.71583	106.10057	172.54579	109.13102	145.27167	78.82645	144.26152	210.65135	135.29641	209.51493	122.12654	207.74212	102.59272	207.6209				
14.60747	46.19536	176.26799	152.39092	94.99009	46.205069	71.523954	90.609665	98.655581	68.014151	103.96418	60.51061	104.63876	56.855046									166.73741	162.0839	136.43386	172.78246	174.1934	136.87879	140.00982	106.19648	172.90135	109.5797	145.00235	78.661038			135.08591	209.82005	121.63409	208.38567	102.31081	207.80191				
15.202228	43.792032	176.39526	153.12769	95.6106	46.283858	71.008138	90.764567	99.276932	68.218468	104.48626	61.091338	104.18473	56.579295									168.53961	163.113	130.36201	172.38347	173.49721	136.75755	140.65107	106.44658	173.23637	110.04393	144.07579	78.066196			134.74266	210.308	120.94382	209.36762	101.54766	208.24419				
15.202228	43.792032	176.49687	153.87132	96.39964	46.403117	70.510769	90.913304	99.89023	68.425492	104.98777	61.757526	103.68852	56.259001									168.53961	163.113	130.36201	172.38347	172.67327	136.60348	141.37171	106.73706	173.56753	110.51111	143.115	77.552281			134.35533	210.8545	120.77546	209.6412	100.79461	208.57792				
15.202228	43.792032	176.59848	154.61494	97.18868	46.522376	70.0134	91.062042	100.50353	68.632515	105.48928	62.423714	103.1923	55.938707									168.53961	163.113	130.36201	172.38347	171.84933	136.44942	142.09235	107.02754	173.89869	110.9783	142.15421	77.038366			133.96801	211.401	120.6071	209.91478	100.04157	208.91164				
16.06274	41.01067	176.67442	155.36542	98.14625	46.682106	69.354562	91.212785	101.22403	68.905784	106.0281	63.474048	102.45222	55.43802									170.14235	164.3063	124.35203	171.46408	170.48737	136.18116	143.19813	107.4871	174.22598	111.44844	141.15917	76.605378			133.34323	212.27572	120.11551	210.49707	99.298637	209.13681				
16.06274	41.01067	176.73265	156.11818	99.03416	46.874952	69.174646	91.220956	101.33929	68.969324	106.08596	63.772736	102.25054	55.302171									170.14235	164.3063	124.35203	171.46408	170.0771	136.0998	143.5039	107.6158	174.56609	111.90894	140.7529	76.763676			133.14984	212.54539	119.533	211.11441	99.05719	208.88359				
16.06274	41.01067	176.79088	156.87094	99.92207	47.067799	68.994729	91.229127	101.45455	69.032864	106.14382	64.071424	102.04886	55.166322									170.14235	164.3063	124.35203	171.46408	169.66683	136.01844	143.80966	107.74451	174.94117	112.41679	140.51528	77.25108			132.95645	212.81506	118.95049	211.73175						
16.835239	38.611307	176.8314	157.62598	101.02861	47.42192	68.520684	91.191981	101.90996	69.193469	105.97524	64.624795	101.68694	54.956361									171.78817	165.6996	118.44662	170.02009	168.81071	135.83352	144.38859	107.96501	175.30541	112.93349	141.05853	78.19218			132.64756	213.40008	118.01103	212.59104						
16.835239	38.611307	176.86214	158.37872	102.00386	47.784168	67.962211	91.153119	102.3209	69.369495	105.70581	65.23403	101.27508	54.696415									171.78817	165.6996	118.44662	170.02009	167.80814	135.61676	145.04356	108.23249	175.67786	113.44368	141.90199	79.144908			132.26131	213.97637	117.74501	212.79793						
16.835239	38.611307	176.89289	159.13146	102.97911	48.146417	67.403738	91.114257	102.73184	69.54552	105.43639	65.843266	100.86322	54.43647									171.78817	165.6996	118.44662	170.02009	166.80557	135.40001	145.69852	108.49997	176.05031	113.95387	142.74546	80.097635			131.87505	214.55265	117.47899	213.00482						
18.00777	35.75202	176.91387	159.8819	104.00447	48.62947	66.502024	91.074334	103.06701	69.799573	104.89337	66.76944	100.20071	53.958646									173.55594	167.2148	112.68849	168.04729	165.15848	135.04706	146.73448	108.97272	176.43098	114.45756	143.88913	81.06199			131.16	215.23754	116.80415	213.38266						
18.00777	35.75202	176.93303	160.62548	104.18585	48.742147	66.24321	91.074988	103.03571	69.862182	104.72062	67.030513	100	53.790753									173.55594	167.2148	112.68849	168.04729	164.66042	134.94271	147.03943	109.13102	176.83893	114.9394	144.85237	81.595906			130.90857	215.35488	116.15442	213.67769						
18.00777	35.75202	176.92619	161.57571	104.36723	48.854824	65.984397	91.075642	103.0044	69.924791	104.54787	67.291586	99.799287	53.62286									173.55594	167.2148	112.68849	168.04729	164.16236	134.83836	147.34438	109.28932	177.2429	115.41653					130.65714	215.47222	115.5047	213.97272						
19.149156	34.112889	176.89233	162.52381	104.92375	49.191188	65.343729	90.962847	102.76451	70.208562	104.06149	67.556058	99.213735	53.371694									174.81863	168.4775	108.53544	166.50929	162.98428	134.63994	148.03801	109.65342	177.72905	115.82728					130.19607	215.71625	114.8801	214.18494						
19.149156	34.112889	176.83556	163.46997	105.62861	49.633429	64.698323	90.855132	102.47381	70.513367	103.4809	67.711533	98.590001	53.110632									174.81863	168.4775	108.53544	166.50929	161.70257	134.39894	148.81366	110.04844	178.19469	116.25272					129.75613	215.86811	114.71455	214.06062						
19.149156	34.112889	176.77878	164.41613	106.33346	50.07567	64.052917	90.747417	102.18312	70.818172	102.90031	67.867007	97.966267	52.84957									174.81863	168.4775	108.53544	166.50929	160.42085	134.15793	149.58931	110.44346	178.66034	116.67816					129.31618	216.01998								
20.77037	32.12719	176.69911	165.36036	107.18667	50.623789	63.402771	90.644781	101.72439	71.217382	101.95068	67.826026	97.127631	52.474869									175.82878	170.1652	104.34835	165.06177	158.57921	133.73702	150.76352	111.01036	179.10549	117.11829					128.89736	216.07968								
20.77037	32.12719	176.60066	166.30288	107.96145	51.159977	63.125	90.665753	101.60714	71.290753	101.67587	67.738567	96.950911	52.371128									175.82878	170.1652	104.34835	165.06177	158.12292	133.59968	151.08005	111.15133	179.42745	117.65419					128.73042	215.82839								
20.77037	32.12719	176.50221	167.2454	108.73623	51.696166			101.48989	71.364124	101.40106	67.651108	96.774191	52.267387									175.82878	170.1652	104.34835	165.06177	157.66663	133.46234	151.39658	111.2923	179.74148	118.17688														
22.287317	30.498704	176.38499	168.1862	109.63848	52.421919			101.13224	71.677136	100.85511	67.544822	96.469362	52.115635									175.82878	172.7706	100.17253	163.58784	156.89886	133.13084	151.99034	111.5027	180.2262	118.81201														
22.287317	30.498704	176.25312	169.1255	110.40465	53.086202			100.73719	72.038513	100.22085	67.423871	96.195389	51.97529									175.82878	172.7706	100.17253	163.58784	156.07669	132.77746	152.65003	111.74628	180.53408	119.43296														
22.287317	30.498704	176.12125	170.06481	111.17082	53.750485			100.34214	72.39989	99.586587	67.302921	95.921415	51.834946									175.82878	172.7706	100.17253	163.58784	155.25452	132.42408	153.30971	111.98985	180.84197	120.0539														
24.30459	28.56102	175.97474	171.00261	111.91612	54.498454			99.776273	72.94305	98.54997	67.09425	95.678297	51.706008									175.32371	175.5608	96.053314	161.97059	154.04101	131.93638	154.32545	112.40344	180.97301	120.66066														
